scenario_id,rule_name,event_id,lot_id,operation_id,operation_seq,tool_id,queue_start_time,start_time,end_time,queue_time,run_time
baseline,SPT,EVT000070,L0025,L0025_OP001,1,T11,8.0,36.8,37.1833,28.8,0.3833
baseline,SPT,EVT000071,L0073,L0073_OP003,3,T04,39.0667,39.0667,39.35,0.0,0.2833
baseline,SPT,EVT000072,L0042,L0042_OP004,4,T05,35.2834,37.2,37.4,1.9166,0.2
baseline,SPT,EVT000073,L0024,L0024_OP003,3,T01,31.3499,38.6,38.9167,7.2501,0.3167
baseline,SPT,EVT000074,L0038,L0038_OP004,4,T02,34.8,38.9333,39.2666,4.1333,0.3333
baseline,SPT,EVT000075,L0045,L0045_OP001,1,T12,8.0,39.4334,39.9667,31.4334,0.5333
baseline,SPT,EVT000076,L0025,L0025_OP002,2,T13,37.1833,37.1833,37.5166,0.0,0.3333
baseline,SPT,EVT000077,L0052,L0052_OP001,1,T06,22.0,31.8499,32.3832,9.8499,0.5333
baseline,SPT,EVT000078,L0045,L0045_OP002,2,T14,39.9667,39.9667,40.2167,0.0,0.25
baseline,SPT,EVT000079,L0022,L0022_OP002,2,T03,31.8499,37.1,37.35,5.2501,0.25
baseline,SPT,EVT000080,L0071,L0071_OP002,2,T00,25.3501,37.1667,37.5334,11.8166,0.3667
baseline,SPT,EVT000081,L0043,L0043_OP003,3,T11,33.1167,37.1833,37.5833,4.0666,0.4
baseline,SPT,EVT000082,L0038,L0038_OP005,5,T05,39.2666,39.2666,39.4666,0.0,0.2
baseline,SPT,EVT000083,L0064,L0064_OP004,4,T08,37.05,37.4167,37.8,0.3667,0.3833
baseline,SPT,EVT000084,L0041,L0041_OP002,2,T09,0.3167,38.5167,39.0667,38.2,0.55
baseline,SPT,EVT000085,L0053,L0053_OP003,3,T01,24.5334,38.9167,39.5334,14.3833,0.6167
baseline,SPT,EVT000086,L0024,L0024_OP004,4,T07,38.9167,39.1667,39.4,0.25,0.2333
baseline,SPT,EVT000087,L0054,L0054_OP002,2,T10,33.45,39.2,39.6,5.75,0.4
baseline,SPT,EVT000088,L0021,L0021_OP001,1,T02,0.0,39.2666,39.6666,39.2666,0.4
baseline,SPT,EVT000089,L0061,L0061_OP004,4,T04,37.4167,39.35,39.5333,1.9333,0.1833
baseline,SPT,EVT000090,L0068,L0068_OP002,2,T12,38.4667,39.9667,40.5167,1.5,0.55
baseline,SPT,EVT000091,L0023,L0023_OP001,1,T06,4.0,32.3832,32.9665,28.3832,0.5833
baseline,SPT,EVT000092,L0021,L0021_OP002,2,T03,39.6666,39.6666,39.8666,0.0,0.2
baseline,SPT,EVT000093,L0029,L0029_OP001,1,T13,16.0,37.5166,38.0499,21.5166,0.5333
baseline,SPT,EVT000094,L0064,L0064_OP005,5,T00,37.8,37.8,38.1833,0.0,0.3833
baseline,SPT,EVT000095,L0032,L0032_OP002,2,T11,22.3667,37.5833,38.0,15.2166,0.4167
baseline,SPT,EVT000096,L0026,L0026_OP001,1,T08,10.0,37.8,38.2,27.8,0.4
baseline,SPT,EVT000097,L0068,L0068_OP003,3,T09,40.5167,40.5167,41.0834,0.0,0.5667
baseline,SPT,EVT000098,L0011,L0011_OP001,1,T07,0.0,39.4,40.4333,39.4,1.0333
baseline,SPT,EVT000099,L0074,L0074_OP001,1,T05,26.0,39.4666,39.8333,13.4666,0.3667
baseline,SPT,EVT000100,L0042,L0042_OP005,5,T04,37.4,39.5333,39.95,2.1333,0.4167
baseline,SPT,EVT000101,L0061,L0061_OP005,5,T01,39.5333,39.5334,39.7167,0.0001,0.1833
baseline,SPT,EVT000102,L0039,L0039_OP002,2,T10,36.3,39.6,40.1,3.3,0.5
baseline,SPT,EVT000103,L0073,L0073_OP004,4,T02,39.35,39.6666,40.0666,0.3166,0.4
baseline,SPT,EVT000104,L0058,L0058_OP003,3,T14,37.1,40.2167,40.4834,3.1167,0.2667
baseline,SPT,EVT000105,L0022,L0022_OP003,3,T12,37.35,40.5167,40.85,3.1667,0.3333
baseline,SPT,EVT000106,L0058,L0058_OP004,4,T06,40.4834,40.4834,40.7334,0.0,0.25
baseline,SPT,EVT000107,L0022,L0022_OP004,4,T11,40.85,40.85,41.1667,0.0,0.3167
baseline,SPT,EVT000108,L0051,L0051_OP003,3,T13,37.1667,38.0499,38.6499,0.8832,0.6
baseline,SPT,EVT000109,L0023,L0023_OP002,2,T00,32.9665,38.1833,38.55,5.2168,0.3667
baseline,SPT,EVT000110,L0073,L0073_OP005,5,T08,40.0666,40.0666,40.2499,0.0,0.1833
baseline,SPT,EVT000111,L0038,L0038_OP006,6,T01,39.4666,39.7167,40.0167,0.2501,0.3
baseline,SPT,EVT000112,L0060,L0060_OP003,3,T05,38.6167,39.8333,40.2166,1.2166,0.3833
baseline,SPT,EVT000113,L0052,L0052_OP002,2,T03,32.3832,39.8666,40.2333,7.4834,0.3667
baseline,SPT,EVT000114,L0014,L0014_OP001,1,T04,6.0,39.95,41.3667,33.95,1.4167
baseline,SPT,EVT000115,L0037,L0037_OP003,3,T02,36.55,40.0666,40.5333,3.5166,0.4667
baseline,SPT,EVT000116,L0048,L0048_OP003,3,T10,24.9334,40.1,40.7333,15.1666,0.6333
baseline,SPT,EVT000117,L0039,L0039_OP003,3,T07,40.1,40.4333,41.0666,0.3333,0.6333
baseline,SPT,EVT000118,L0074,L0074_OP002,2,T14,39.8333,40.4834,40.7334,0.6501,0.25
baseline,SPT,EVT000119,L0024,L0024_OP005,5,T12,39.4,40.85,41.4,1.45,0.55
baseline,SPT,EVT000120,L0064,L0064_OP006,6,T09,38.1833,41.0834,41.3167,2.9001,0.2333
baseline,SPT,EVT000121,L0074,L0074_OP003,3,T00,40.7334,40.7334,41.0001,0.0,0.2667
baseline,SPT,EVT000122,L0064,L0064_OP007,7,T13,41.3167,41.3167,41.5834,0.0,0.2667
baseline,SPT,EVT000123,L0022,L0022_OP005,5,T01,41.1667,41.1667,41.5667,0.0,0.4
baseline,SPT,EVT000124,L0073,L0073_OP006,6,T05,40.2499,40.2499,40.5666,0.0,0.3167
baseline,SPT,EVT000125,L0071,L0071_OP003,3,T03,37.5334,40.2333,40.6833,2.6999,0.45
baseline,SPT,EVT000126,L0058,L0058_OP005,5,T08,40.7334,40.7334,40.9667,0.0,0.2333
baseline,SPT,EVT000127,L0041,L0041_OP003,3,T02,39.0667,40.5333,41.0666,1.4666,0.5333
baseline,SPT,EVT000128,L0051,L0051_OP004,4,T06,38.6499,40.7334,41.0334,2.0835,0.3
baseline,SPT,EVT000129,L0069,L0069_OP003,3,T14,39.2,40.7334,41.0667,1.5334,0.3333
baseline,SPT,EVT000130,L0004,L0004_OP001,1,T07,6.0,41.0666,42.6333,35.0666,1.5667
baseline,SPT,EVT000131,L0038,L0038_OP007,7,T11,40.0167,41.1667,41.45,1.15,0.2833
baseline,SPT,EVT000132,L0021,L0021_OP003,3,T09,39.8666,41.3167,41.6,1.4501,0.2833
baseline,SPT,EVT000133,L0024,L0024_OP006,6,T04,41.4,41.4,41.9,0.0,0.5
baseline,SPT,EVT000134,L0052,L0052_OP003,3,T12,40.2333,41.4,41.8,1.1667,0.4
baseline,SPT,EVT000135,L0052,L0052_OP004,4,T05,41.8,41.8,42.0167,0.0,0.2167
baseline,SPT,EVT000136,L0027,L0027_OP002,2,T03,25.8001,40.6833,41.1833,14.8832,0.5
baseline,SPT,EVT000137,L0071,L0071_OP004,4,T08,40.6833,40.9667,41.2,0.2834,0.2333
baseline,SPT,EVT000138,L0063,L0063_OP001,1,T00,4.0,41.0001,41.5001,37.0001,0.5
baseline,SPT,EVT000139,L0069,L0069_OP004,4,T06,41.0667,41.0667,41.4667,0.0,0.4
baseline,SPT,EVT000140,L0044,L0044_OP003,3,T02,33.7001,41.0666,41.6333,7.3665,0.5667
baseline,SPT,EVT000141,L0073,L0073_OP007,7,T14,40.5666,41.0667,41.25,0.5001,0.1833
baseline,SPT,EVT000142,L0026,L0026_OP002,2,T11,38.2,41.45,41.7667,3.25,0.3167
baseline,SPT,EVT000143,L0025,L0025_OP003,3,T01,37.5166,41.5667,42.0334,4.0501,0.4667
baseline,SPT,EVT000144,L0022,L0022_OP006,6,T13,41.5667,41.5834,41.8334,0.0167,0.25
baseline,SPT,EVT000145,L0059,L0059_OP004,4,T09,39.4334,41.6,42.1833,2.1666,0.5833
baseline,SPT,EVT000146,L0058,L0058_OP006,6,T12,40.9667,41.8,41.9833,0.8333,0.1833
baseline,SPT,EVT000147,L0021,L0021_OP004,4,T04,41.6,41.9,42.35,0.3,0.45
baseline,SPT,EVT000148,L0022,L0022_OP007,7,T10,41.8334,41.8334,42.3001,0.0,0.4667
baseline,SPT,EVT000149,L0073,L0073_OP008,8,T03,41.25,41.25,41.5333,0.0,0.2833
baseline,SPT,EVT000150,L0048,L0048_OP004,4,T08,40.7333,41.2,41.45,0.4667,0.25
baseline,SPT,EVT000151,L0059,L0059_OP005,5,T14,42.1833,42.1833,42.5166,0.0,0.3333
baseline,SPT,EVT000152,L0027,L0027_OP003,3,T06,41.1833,41.4667,41.8167,0.2834,0.35
baseline,SPT,EVT000153,L0021,L0021_OP005,5,T00,42.35,42.35,42.7,0.0,0.35
baseline,SPT,EVT000154,L0065,L0065_OP001,1,T02,8.0,41.6333,42.2166,33.6333,0.5833
baseline,SPT,EVT000155,L0054,L0054_OP003,3,T11,39.6,41.7667,42.2167,2.1667,0.45
baseline,SPT,EVT000156,L0041,L0041_OP004,4,T13,41.0666,41.8334,42.1334,0.7668,0.3
baseline,SPT,EVT000157,L0064,L0064_OP008,8,T12,41.5834,41.9833,42.2166,0.3999,0.2333
baseline,SPT,EVT000158,L0051,L0051_OP005,5,T05,41.0334,42.0167,42.3834,0.9833,0.3667
baseline,SPT,EVT000159,L0045,L0045_OP003,3,T01,40.2167,42.0334,42.6167,1.8167,0.5833
baseline,SPT,EVT000160,L0070,L0070_OP002,2,T09,32.9167,42.1833,42.8,9.2666,0.6167
baseline,SPT,EVT000161,L0052,L0052_OP005,5,T04,42.0167,42.35,42.5667,0.3333,0.2167
baseline,SPT,EVT000162,L0027,L0027_OP004,4,T08,41.8167,41.8167,42.1334,0.0,0.3167
baseline,SPT,EVT000163,L0065,L0065_OP002,2,T03,42.2166,42.2166,42.4666,0.0,0.25
baseline,SPT,EVT000164,L0021,L0021_OP006,6,T06,42.7,42.7,43.1167,0.0,0.4167
baseline,SPT,EVT000165,L0023,L0023_OP003,3,T13,38.55,42.1334,42.5167,3.5834,0.3833
baseline,SPT,EVT000166,L0022,L0022_OP008,8,T02,42.3001,42.3001,42.9001,0.0,0.6
baseline,SPT,EVT000167,L0044,L0044_OP004,4,T12,41.6333,42.2166,42.4999,0.5833,0.2833
baseline,SPT,EVT000168,L0029,L0029_OP002,2,T11,38.0499,42.2167,42.7,4.1668,0.4833
baseline,SPT,EVT000169,L0064,L0064_OP009,9,T10,42.2166,42.3001,42.6834,0.0835,0.3833
baseline,SPT,EVT000170,L0071,L0071_OP005,5,T05,41.2,42.3834,42.8001,1.1834,0.4167
baseline,SPT,EVT000171,L0026,L0026_OP003,3,T14,41.7667,42.5166,42.8666,0.7499,0.35
baseline,SPT,EVT000172,L0063,L0063_OP002,2,T04,41.5001,42.5667,43.15,1.0666,0.5833
baseline,SPT,EVT000173,L0052,L0052_OP006,6,T01,42.5667,42.6167,42.8,0.05,0.1833
baseline,SPT,EVT000174,L0045,L0045_OP004,4,T07,42.6167,42.6333,42.85,0.0166,0.2167
baseline,SPT,EVT000175,L0024,L0024_OP007,7,T00,41.9,42.7,43.2333,0.8,0.5333
baseline,SPT,EVT000176,L0048,L0048_OP005,5,T09,41.45,42.8,43.1167,1.35,0.3167
baseline,SPT,EVT000177,L0060,L0060_OP004,4,T08,40.2166,42.1334,42.4834,1.9168,0.35
baseline,SPT,EVT000178,L0064,L0064_OP010,10,T03,42.6834,42.6834,42.8834,0.0,0.2
baseline,SPT,EVT000179,L0027,L0027_OP005,5,T12,42.1334,42.4999,42.6999,0.3665,0.2
baseline,SPT,EVT000180,L0058,L0058_OP007,7,T13,41.9833,42.5167,43.05,0.5334,0.5333
baseline,SPT,EVT000181,L0041,L0041_OP005,5,T10,42.1334,42.6834,43.3334,0.55,0.65
baseline,SPT,EVT000182,L0068,L0068_OP004,4,T11,41.0834,42.7,43.2,1.6166,0.5
baseline,SPT,EVT000183,L0026,L0026_OP004,4,T01,42.8666,42.8666,43.4166,0.0,0.55
baseline,SPT,EVT000184,L0024,L0024_OP008,8,T05,43.2333,43.2333,43.5833,0.0,0.35
baseline,SPT,EVT000185,L0059,L0059_OP006,6,T07,42.5166,42.85,43.3667,0.3334,0.5167
baseline,SPT,EVT000186,L0048,L0048_OP006,6,T14,43.1167,43.1167,43.3334,0.0,0.2167
baseline,SPT,EVT000187,L0063,L0063_OP003,3,T02,43.15,43.15,43.8167,0.0,0.6667
baseline,SPT,EVT000188,L0073,L0073_OP009,9,T09,41.5333,43.1167,43.5334,1.5834,0.4167
baseline,SPT,EVT000189,L0071,L0071_OP006,6,T06,42.8001,43.1167,43.45,0.3166,0.3333
baseline,SPT,EVT000190,L0044,L0044_OP005,5,T04,42.4999,43.15,43.65,0.6501,0.5
baseline,SPT,EVT000191,L0052,L0052_OP007,7,T00,42.8,43.2333,43.4166,0.4333,0.1833
baseline,SPT,EVT000192,L0011,L0011_OP002,2,T08,40.4333,42.4834,42.8834,2.0501,0.4
baseline,SPT,EVT000193,L0065,L0065_OP003,3,T12,42.4666,42.6999,43.2166,0.2333,0.5167
baseline,SPT,EVT000194,L0051,L0051_OP006,6,T03,42.3834,42.8834,43.1667,0.5,0.2833
baseline,SPT,EVT000195,L0044,L0044_OP006,6,T13,43.65,43.65,43.85,0.0,0.2
baseline,SPT,EVT000196,L0024,L0024_OP009,9,T11,43.5833,43.5833,44.0666,0.0,0.4833
baseline,SPT,EVT000197,L0071,L0071_OP007,7,T14,43.45,43.45,43.75,0.0,0.3
baseline,SPT,EVT000198,L0063,L0063_OP004,4,T10,43.8167,43.8167,44.4,0.0,0.5833
baseline,SPT,EVT000199,L0023,L0023_OP004,4,T07,42.5167,43.3667,43.9,0.85,0.5333
baseline,SPT,EVT000200,L0073,L0073_OP010,10,T01,43.5334,43.5334,43.7167,0.0,0.1833
baseline,SPT,EVT000201,L0067,L0067_OP002,2,T00,12.4167,43.4166,43.9499,30.9999,0.5333
baseline,SPT,EVT000202,L0064,L0064_OP011,11,T06,42.8834,43.45,43.7167,0.5666,0.2667
baseline,SPT,EVT000203,L0054,L0054_OP004,4,T09,42.2167,43.5334,44.1667,1.3167,0.6333
baseline,SPT,EVT000204,L0058,L0058_OP008,8,T05,43.05,43.5833,43.7833,0.5333,0.2
baseline,SPT,EVT000205,L0059,L0059_OP007,7,T04,43.3667,43.65,43.9667,0.2833,0.3167
baseline,SPT,EVT000206,L0004,L0004_OP002,2,T02,42.6333,43.8167,44.95,1.1834,1.1333
baseline,SPT,EVT000207,L0029,L0029_OP003,3,T08,42.7,42.8834,43.2834,0.1834,0.4
baseline,SPT,EVT000208,L0059,L0059_OP008,8,T03,43.9667,43.9667,44.6167,0.0,0.65
baseline,SPT,EVT000209,L0030,L0030_OP001,1,T12,18.0,43.2166,43.7999,25.2166,0.5833
baseline,SPT,EVT000210,L0058,L0058_OP009,9,T01,43.7833,43.7833,43.9666,0.0,0.1833
baseline,SPT,EVT000211,L0060,L0060_OP005,5,T06,42.4834,43.7167,44.1667,1.2333,0.45
baseline,SPT,EVT000212,L0039,L0039_OP004,4,T14,41.0666,43.75,44.1167,2.6834,0.3667
baseline,SPT,EVT000213,L0011,L0011_OP003,3,T05,42.8834,43.7833,44.2,0.8999,0.4167
baseline,SPT,EVT000214,L0052,L0052_OP008,8,T13,43.4166,43.85,44.2667,0.4334,0.4167
baseline,SPT,EVT000215,L0071,L0071_OP008,8,T07,43.75,43.9,44.1333,0.15,0.2333
baseline,SPT,EVT000216,L0057,L0057_OP003,3,T00,33.1001,43.9499,44.4999,10.8498,0.55
baseline,SPT,EVT000217,L0027,L0027_OP006,6,T04,42.6999,43.9667,44.4167,1.2668,0.45
baseline,SPT,EVT000218,L0065,L0065_OP004,4,T11,43.2166,44.0666,44.5333,0.85,0.4667
baseline,SPT,EVT000219,L0019,L0019_OP001,1,T09,16.0,44.1667,45.3,28.1667,1.1333
baseline,SPT,EVT000220,L0024,L0024_OP010,10,T10,44.0666,44.4,44.8,0.3334,0.4
baseline,SPT,EVT000221,L0023,L0023_OP005,5,T02,43.9,44.95,45.2833,1.05,0.3333
baseline,SPT,EVT000222,L0052,L0052_OP009,9,T08,44.2667,44.2667,44.4834,0.0,0.2167
baseline,SPT,EVT000223,L0046,L0046_OP002,2,T12,10.3833,43.7999,44.4332,33.4166,0.6333
baseline,SPT,EVT000224,L0030,L0030_OP002,2,T01,43.7999,43.9666,44.1499,0.1667,0.1833
baseline,SPT,EVT000225,L0024,L0024_OP011,11,T14,44.8,44.8,45.2167,0.0,0.4167
baseline,SPT,EVT000226,L0026,L0026_OP005,5,T07,43.4166,44.1333,44.7,0.7167,0.5667
baseline,SPT,EVT000227,L0063,L0063_OP005,5,T06,44.4,44.4,44.9,0.0,0.5
baseline,SPT,EVT000228,L0022,L0022_OP009,9,T05,42.9001,44.2,44.6333,1.2999,0.4333
baseline,SPT,EVT000229,L0039,L0039_OP005,5,T13,44.1167,44.2667,44.5167,0.15,0.25
baseline,SPT,EVT000230,L0001,L0001_OP001,1,T04,0.0,44.4167,45.8834,44.4167,1.4667
baseline,SPT,EVT000231,L0009,L0009_OP001,1,T00,16.0,44.4999,46.0666,28.4999,1.5667
baseline,SPT,EVT000232,L0073,L0073_OP011,11,T11,43.7167,44.5333,45.05,0.8166,0.5167
baseline,SPT,EVT000233,L0023,L0023_OP006,6,T03,45.2833,45.2833,45.4833,0.0,0.2
baseline,SPT,EVT000234,L0057,L0057_OP004,4,T10,44.4999,44.8,45.0333,0.3001,0.2333
baseline,SPT,EVT000235,L0027,L0027_OP007,7,T02,44.4167,45.2833,45.9333,0.8666,0.65
baseline,SPT,EVT000236,L0060,L0060_OP006,6,T09,44.1667,45.3,45.8,1.1333,0.5
baseline,SPT,EVT000237,L0044,L0044_OP007,7,T01,43.85,44.1499,44.3666,0.2999,0.2167
baseline,SPT,EVT000238,L0023,L0023_OP007,7,T12,45.4833,45.4833,45.8,0.0,0.3167
baseline,SPT,EVT000239,L0046,L0046_OP003,3,T08,44.4332,44.4834,44.6667,0.0502,0.1833
baseline,SPT,EVT000240,L0073,L0073_OP012,12,T13,45.05,45.05,45.6,0.0,0.55
baseline,SPT,EVT000241,L0049,L0049_OP003,3,T05,30.8666,44.6333,45.0666,13.7667,0.4333
baseline,SPT,EVT000242,L0022,L0022_OP010,10,T07,44.6333,44.7,44.95,0.0667,0.25
baseline,SPT,EVT000243,L0025,L0025_OP004,4,T06,42.0334,44.9,45.4333,2.8666,0.5333
baseline,SPT,EVT000244,L0058,L0058_OP010,10,T10,43.9666,45.0333,45.5166,1.0667,0.4833
baseline,SPT,EVT000245,L0039,L0039_OP006,6,T11,44.5167,45.05,45.3833,0.5333,0.3333
baseline,SPT,EVT000246,L0060,L0060_OP007,7,T14,45.8,45.8,46.1833,0.0,0.3833
baseline,SPT,EVT000247,L0029,L0029_OP004,4,T03,43.2834,45.4833,45.9333,2.1999,0.45
baseline,SPT,EVT000248,L0027,L0027_OP008,8,T09,45.9333,45.9333,46.15,0.0,0.2167
baseline,SPT,EVT000249,L0008,L0008_OP001,1,T04,14.0,45.8834,47.5167,31.8834,1.6333
baseline,SPT,EVT000250,L0052,L0052_OP010,10,T02,44.4834,45.9333,46.1833,1.4499,0.25
baseline,SPT,EVT000251,L0071,L0071_OP009,9,T01,44.1333,44.3666,44.6833,0.2333,0.3167
baseline,SPT,EVT000252,L0053,L0053_OP004,4,T08,39.5334,44.6667,45.0834,5.1333,0.4167
baseline,SPT,EVT000253,L0025,L0025_OP005,5,T07,45.4333,45.4333,45.7,0.0,0.2667
baseline,SPT,EVT000254,L0028,L0028_OP001,1,T05,14.0,45.0666,45.5166,31.0666,0.45
baseline,SPT,EVT000255,L0079,L0079_OP002,2,T11,36.4333,45.3833,45.9,8.95,0.5167
baseline,SPT,EVT000256,L0044,L0044_OP008,8,T06,44.3666,45.4333,45.85,1.0667,0.4167
baseline,SPT,EVT000257,L0023,L0023_OP008,8,T10,45.8,45.8,46.1833,0.0,0.3833
baseline,SPT,EVT000258,L0043,L0043_OP004,4,T13,37.5833,45.6,46.2667,8.0167,0.6667
baseline,SPT,EVT000259,L0033,L0033_OP001,1,T12,24.0,45.8,46.45,21.8,0.65
baseline,SPT,EVT000260,L0049,L0049_OP004,4,T03,45.0666,45.9333,46.5,0.8667,0.5667
baseline,SPT,EVT000261,L0022,L0022_OP011,11,T00,44.95,46.0666,46.2499,1.1166,0.1833
baseline,SPT,EVT000262,L0039,L0039_OP007,7,T09,45.3833,46.15,46.4167,0.7667,0.2667
baseline,SPT,EVT000263,L0027,L0027_OP009,9,T14,46.15,46.1833,46.3833,0.0333,0.2
baseline,SPT,EVT000264,L0024,L0024_OP012,12,T02,45.2167,46.1833,46.6666,0.9666,0.4833
baseline,SPT,EVT000265,L0013,L0013_OP001,1,T01,4.0,44.6833,45.4333,40.6833,0.75
baseline,SPT,EVT000266,L0022,L0022_OP012,12,T08,46.2499,46.2499,46.6332,0.0,0.3833
baseline,SPT,EVT000267,L0025,L0025_OP006,6,T05,45.7,45.7,46.0,0.0,0.3
baseline,SPT,EVT000268,L0058,L0058_OP011,11,T07,45.5166,45.7,46.0167,0.1834,0.3167
baseline,SPT,EVT000269,L0065,L0065_OP005,5,T06,44.5333,45.85,46.3833,1.3167,0.5333
baseline,SPT,EVT000270,L0067,L0067_OP003,3,T11,43.9499,45.9,46.45,1.9501,0.55
baseline,SPT,EVT000271,L0043,L0043_OP005,5,T10,46.2667,46.2667,46.8,0.0,0.5333
baseline,SPT,EVT000272,L0068,L0068_OP005,5,T13,43.2,46.2667,46.9334,3.0667,0.6667
baseline,SPT,EVT000273,L0063,L0063_OP006,6,T14,44.9,46.3833,46.7666,1.4833,0.3833
baseline,SPT,EVT000274,L0044,L0044_OP009,9,T09,45.85,46.4167,46.6167,0.5667,0.2
baseline,SPT,EVT000275,L0037,L0037_OP004,4,T12,40.5333,46.45,47.1167,5.9167,0.6667
baseline,SPT,EVT000276,L0024,L0024_OP013,13,T03,46.6666,46.6666,46.8833,0.0,0.2167
baseline,SPT,EVT000277,L0071,L0071_OP010,10,T02,44.6833,46.6666,46.9499,1.9833,0.2833
baseline,SPT,EVT000278,L0028,L0028_OP002,2,T04,45.5166,47.5167,47.8334,2.0001,0.3167
baseline,SPT,EVT000279,L0004,L0004_OP003,3,T01,44.95,45.4333,46.45,0.4833,1.0167
baseline,SPT,EVT000280,L0057,L0057_OP005,5,T05,45.0333,46.0,46.45,0.9667,0.45
baseline,SPT,EVT000281,L0044,L0044_OP010,10,T07,46.6167,46.6167,46.9167,0.0,0.3
baseline,SPT,EVT000282,L0028,L0028_OP003,3,T06,47.8334,47.8334,48.3167,0.0,0.4833
baseline,SPT,EVT000283,L0080,L0080_OP003,3,T11,39.1667,46.45,47.0,7.2833,0.55
baseline,SPT,EVT000284,L0023,L0023_OP009,9,T09,46.1833,46.6167,46.9,0.4334,0.2833
baseline,SPT,EVT000285,L0068,L0068_OP006,6,T08,46.9334,46.9334,47.1334,0.0,0.2
baseline,SPT,EVT000286,L0043,L0043_OP006,6,T14,46.8,46.8,47.0667,0.0,0.2667
baseline,SPT,EVT000287,L0052,L0052_OP011,11,T10,46.1833,46.8,47.35,0.6167,0.55
baseline,SPT,EVT000288,L0039,L0039_OP008,8,T03,46.4167,46.8833,47.1666,0.4666,0.2833
baseline,SPT,EVT000289,L0053,L0053_OP005,5,T02,45.0834,46.9499,47.3832,1.8665,0.4333
baseline,SPT,EVT000290,L0067,L0067_OP004,4,T12,46.45,47.1167,47.4167,0.6667,0.3
baseline,SPT,EVT000291,L0058,L0058_OP012,12,T04,46.0167,47.8334,48.0334,1.8167,0.2
baseline,SPT,EVT000292,L0075,L0075_OP001,1,T05,28.0,46.45,46.9,18.45,0.45
baseline,SPT,EVT000293,L0039,L0039_OP009,9,T01,47.1666,47.1666,47.3666,0.0,0.2
baseline,SPT,EVT000294,L0058,L0058_OP013,13,T09,48.0334,48.0334,48.3334,0.0,0.3
baseline,SPT,EVT000295,L0057,L0057_OP006,6,T07,46.45,46.9167,47.4334,0.4667,0.5167
baseline,SPT,EVT000296,L0052,L0052_OP012,12,T11,47.35,47.35,47.6333,0.0,0.2833
baseline,SPT,EVT000297,L0022,L0022_OP013,13,T14,46.6332,47.0667,47.4,0.4335,0.3333
baseline,SPT,EVT000298,L0080,L0080_OP004,4,T08,47.0,47.1334,47.4167,0.1334,0.2833
baseline,SPT,EVT000299,L0053,L0053_OP006,6,T03,47.3832,47.3832,47.5665,0.0,0.1833
baseline,SPT,EVT000300,L0044,L0044_OP011,11,T10,46.9167,47.35,47.8667,0.4333,0.5167
baseline,SPT,EVT000301,L0071,L0071_OP011,11,T04,46.9499,48.0334,48.4834,1.0835,0.45
baseline,SPT,EVT000302,L0026,L0026_OP006,6,T06,44.7,48.3167,48.9,3.6167,0.5833
baseline,SPT,EVT000303,L0044,L0044_OP012,12,T00,47.8667,47.8667,48.5167,0.0,0.65
baseline,SPT,EVT000304,L0032,L0032_OP003,3,T05,38.0,46.9,47.3667,8.9,0.4667
baseline,SPT,EVT000305,L0023,L0023_OP010,10,T01,46.9,47.3666,47.5999,0.4666,0.2333
baseline,SPT,EVT000306,L0039,L0039_OP010,10,T02,47.3666,47.3832,47.5999,0.0166,0.2167
baseline,SPT,EVT000307,L0052,L0052_OP013,13,T14,47.6333,47.6333,47.9,0.0,0.2667
baseline,SPT,EVT000308,L0057,L0057_OP007,7,T08,47.4334,47.4334,47.7001,0.0,0.2667
baseline,SPT,EVT000309,L0073,L0073_OP013,13,T07,45.6,47.4334,47.9501,1.8334,0.5167
baseline,SPT,EVT000310,L0075,L0075_OP002,2,T03,46.9,47.5665,47.9998,0.6665,0.4333
baseline,SPT,EVT000311,L0060,L0060_OP008,8,T11,46.1833,47.6333,48.2833,1.45,0.65
baseline,SPT,EVT000312,L0028,L0028_OP004,4,T09,48.3167,48.3334,48.6667,0.0167,0.3333
baseline,SPT,EVT000313,L0065,L0065_OP006,6,T04,46.3833,48.4834,48.9834,2.1001,0.5
baseline,SPT,EVT000314,L0042,L0042_OP006,6,T06,39.95,48.9,49.5333,8.95,0.6333
baseline,SPT,EVT000315,L0032,L0032_OP004,4,T13,47.3667,47.3667,47.95,0.0,0.5833
baseline,SPT,EVT000316,L0023,L0023_OP011,11,T05,47.5999,47.5999,47.8666,0.0,0.2667
baseline,SPT,EVT000317,L0039,L0039_OP011,11,T12,47.5999,47.5999,48.2666,0.0,0.6667
baseline,SPT,EVT000318,L0007,L0007_OP002,2,T01,36.7167,47.5999,49.0332,10.8832,1.4333
baseline,SPT,EVT000319,L0058,L0058_OP014,14,T02,48.3334,48.3334,48.7667,0.0,0.4333
baseline,SPT,EVT000320,L0024,L0024_OP014,14,T08,46.8833,47.7001,48.0334,0.8168,0.3333
baseline,SPT,EVT000321,L0073,L0073_OP014,14,T10,47.9501,47.9501,48.1501,0.0,0.2
baseline,SPT,EVT000322,L0068,L0068_OP007,7,T14,47.1334,47.9,48.3333,0.7666,0.4333
baseline,SPT,EVT000323,L0037,L0037_OP005,5,T07,47.1167,47.9501,48.6001,0.8334,0.65
baseline,SPT,EVT000324,L0028,L0028_OP005,5,T03,48.6667,48.6667,49.0167,0.0,0.35
baseline,SPT,EVT000325,L0042,L0042_OP007,7,T00,49.5333,49.5333,50.0166,0.0,0.4833
