event_id,lot_id,operation_id,tool_id,queue_start_ts,start_ts,end_ts,queue_hours,run_hours,status
EVT000193,L0033,L0033_OP003,T02,2025-06-02 22:49:00,2025-06-03 03:09:00,2025-06-03 03:45:00,4.3333,0.6,completed
EVT000194,L0034,L0034_OP003,T14,2025-06-03 00:42:00,2025-06-03 00:42:00,2025-06-03 01:22:00,0.0,0.6667,completed
EVT000195,L0035,L0035_OP003,T03,2025-06-02 21:00:00,2025-06-03 02:44:00,2025-06-03 03:14:00,5.7333,0.5,completed
EVT000196,L0036,L0036_OP003,T07,2025-06-02 21:40:00,2025-06-03 04:29:00,2025-06-03 05:05:00,6.8167,0.6,completed
EVT000197,L0037,L0037_OP003,T02,2025-06-02 23:04:00,2025-06-03 03:45:00,2025-06-03 04:13:00,4.6833,0.4667,completed
EVT000198,L0038,L0038_OP003,T00,2025-06-02 18:36:00,2025-06-02 18:36:00,2025-06-02 18:48:00,0.0,0.2,completed
EVT000199,L0039,L0039_OP003,T07,2025-06-02 20:48:00,2025-06-03 05:05:00,2025-06-03 05:43:00,8.2833,0.6333,completed
EVT000200,L0040,L0040_OP003,T12,2025-06-02 23:10:00,2025-06-03 00:52:00,2025-06-03 01:19:00,1.7,0.45,completed
EVT000201,L0041,L0041_OP003,T02,2025-06-03 00:48:00,2025-06-03 04:13:00,2025-06-03 04:45:00,3.4167,0.5333,completed
EVT000202,L0042,L0042_OP003,T14,2025-06-02 23:04:00,2025-06-03 01:22:00,2025-06-03 01:41:00,2.3,0.3167,completed
EVT000203,L0043,L0043_OP003,T11,2025-06-02 23:27:00,2025-06-02 23:27:00,2025-06-02 23:51:00,0.0,0.4,completed
EVT000204,L0044,L0044_OP003,T02,2025-06-02 20:03:00,2025-06-03 04:45:00,2025-06-03 05:19:00,8.7,0.5667,completed
EVT000205,L0045,L0045_OP003,T01,2025-06-02 21:55:00,2025-06-03 03:52:00,2025-06-03 04:27:00,5.95,0.5833,completed
EVT000206,L0046,L0046_OP003,T08,2025-06-02 19:32:00,2025-06-03 04:01:00,2025-06-03 04:12:00,8.4833,0.1833,completed
EVT000207,L0047,L0047_OP003,T00,2025-06-03 00:05:00,2025-06-03 00:05:00,2025-06-03 00:20:00,0.0,0.25,completed
EVT000208,L0048,L0048_OP003,T10,2025-06-02 05:09:00,2025-06-02 23:59:00,2025-06-03 00:37:00,18.8333,0.6333,completed
EVT000209,L0049,L0049_OP003,T05,2025-06-02 13:54:00,2025-06-03 07:49:00,2025-06-03 08:15:00,17.9167,0.4333,completed
EVT000210,L0050,L0050_OP003,T14,2025-06-02 19:59:00,2025-06-03 01:41:00,2025-06-03 02:08:00,5.7,0.45,completed
EVT000211,L0051,L0051_OP003,T13,2025-06-02 08:54:00,2025-06-02 08:55:00,2025-06-02 09:31:00,0.0167,0.6,completed
EVT000212,L0052,L0052_OP003,T12,2025-06-02 20:25:00,2025-06-03 01:19:00,2025-06-03 01:43:00,4.9,0.4,completed
EVT000213,L0053,L0053_OP003,T01,2025-06-02 08:32:00,2025-06-03 04:27:00,2025-06-03 05:04:00,19.9167,0.6167,completed
EVT000214,L0054,L0054_OP003,T11,2025-06-02 23:28:00,2025-06-02 23:51:00,2025-06-03 00:18:00,0.3833,0.45,completed
EVT000215,L0055,L0055_OP003,T09,2025-06-02 12:48:00,2025-06-03 03:04:00,2025-06-03 03:17:00,14.2667,0.2167,completed
EVT000216,L0056,L0056_OP003,T03,2025-06-02 19:49:00,2025-06-03 03:14:00,2025-06-03 03:28:00,7.4167,0.2333,completed
EVT000217,L0057,L0057_OP003,T00,2025-06-02 20:41:00,2025-06-03 00:20:00,2025-06-03 00:53:00,3.65,0.55,completed
EVT000218,L0058,L0058_OP003,T14,2025-06-02 21:18:00,2025-06-03 02:08:00,2025-06-03 02:24:00,4.8333,0.2667,completed
EVT000219,L0059,L0059_OP003,T12,2025-06-03 03:09:00,2025-06-03 03:09:00,2025-06-03 03:31:00,0.0,0.3667,completed
EVT000220,L0060,L0060_OP003,T05,2025-06-02 22:37:00,2025-06-03 08:15:00,2025-06-03 08:38:00,9.6333,0.3833,completed
EVT000221,L0061,L0061_OP003,T08,2025-06-02 23:25:00,2025-06-03 04:12:00,2025-06-03 04:25:00,4.7833,0.2167,completed
EVT000222,L0062,L0062_OP003,T00,2025-06-02 23:56:00,2025-06-03 00:53:00,2025-06-03 01:06:00,0.95,0.2167,completed
EVT000223,L0063,L0063_OP003,T02,2025-06-02 07:46:00,2025-06-03 05:19:00,2025-06-03 05:59:00,21.55,0.6667,completed
EVT000224,L0064,L0064_OP003,T04,2025-06-03 00:14:00,2025-06-03 01:39:00,2025-06-03 01:51:00,1.4167,0.2,completed
EVT000225,L0065,L0065_OP003,T12,2025-06-02 23:02:00,2025-06-03 03:31:00,2025-06-03 04:02:00,4.4833,0.5167,completed
EVT000226,L0066,L0066_OP003,T06,2025-06-02 23:35:00,2025-06-02 23:35:00,2025-06-02 23:54:00,0.0,0.3167,completed
EVT000227,L0067,L0067_OP003,T11,2025-06-02 13:20:00,2025-06-03 00:18:00,2025-06-03 00:51:00,10.9667,0.55,completed
EVT000228,L0068,L0068_OP003,T09,2025-06-02 23:36:00,2025-06-03 03:17:00,2025-06-03 03:51:00,3.6833,0.5667,completed
EVT000229,L0069,L0069_OP003,T14,2025-06-02 23:44:00,2025-06-03 02:24:00,2025-06-03 02:44:00,2.6667,0.3333,completed
EVT000230,L0070,L0070_OP003,T03,2025-06-03 01:25:00,2025-06-03 03:28:00,2025-06-03 04:08:00,2.05,0.6667,completed
EVT000231,L0071,L0071_OP003,T03,2025-06-02 13:42:00,2025-06-03 04:08:00,2025-06-03 04:35:00,14.4333,0.45,completed
EVT000232,L0072,L0072_OP003,T00,2025-06-02 23:59:00,2025-06-03 01:06:00,2025-06-03 01:28:00,1.1167,0.3667,completed
EVT000233,L0073,L0073_OP003,T04,2025-06-03 00:03:00,2025-06-03 01:51:00,2025-06-03 02:08:00,1.8,0.2833,completed
EVT000234,L0074,L0074_OP003,T00,2025-06-02 22:10:00,2025-06-03 01:28:00,2025-06-03 01:44:00,3.3,0.2667,completed
EVT000235,L0075,L0075_OP003,T10,2025-06-03 00:01:00,2025-06-03 00:37:00,2025-06-03 01:05:00,0.6,0.4667,completed
EVT000236,L0076,L0076_OP003,T09,2025-06-03 00:42:00,2025-06-03 03:51:00,2025-06-03 04:16:00,3.15,0.4167,completed
EVT000237,L0077,L0077_OP003,T08,2025-06-02 16:28:00,2025-06-03 04:25:00,2025-06-03 05:02:00,11.95,0.6167,completed
EVT000238,L0078,L0078_OP003,T13,2025-06-03 01:15:00,2025-06-03 01:15:00,2025-06-03 01:43:00,0.0,0.4667,completed
EVT000239,L0079,L0079_OP003,T05,2025-06-02 21:55:00,2025-06-03 08:38:00,2025-06-03 09:13:00,10.7167,0.5833,completed
EVT000240,L0080,L0080_OP003,T11,2025-06-02 23:10:00,2025-06-03 00:51:00,2025-06-03 01:24:00,1.6833,0.55,completed
EVT000241,L0001,L0001_OP004,T05,2025-06-02 17:35:00,2025-06-03 09:13:00,2025-06-03 10:52:00,15.6333,1.65,completed
EVT000242,L0002,L0002_OP004,T04,2025-06-02 18:49:00,2025-06-03 02:08:00,2025-06-03 03:23:00,7.3167,1.25,completed
EVT000243,L0003,L0003_OP004,T01,2025-06-02 18:25:00,2025-06-03 05:04:00,2025-06-03 06:09:00,10.65,1.0833,completed
EVT000244,L0004,L0004_OP004,T04,2025-06-03 01:43:00,2025-06-03 03:23:00,2025-06-03 05:02:00,1.6667,1.65,completed
EVT000245,L0005,L0005_OP004,T08,2025-06-03 02:47:00,2025-06-03 05:02:00,2025-06-03 06:37:00,2.25,1.5833,completed
EVT000246,L0006,L0006_OP004,T06,2025-06-03 02:19:00,2025-06-03 02:19:00,2025-06-03 03:25:00,0.0,1.1,completed
EVT000247,L0007,L0007_OP004,T03,2025-06-03 01:39:00,2025-06-03 04:35:00,2025-06-03 06:11:00,2.9333,1.6,completed
EVT000248,L0008,L0008_OP004,T02,2025-06-03 01:23:00,2025-06-03 05:59:00,2025-06-03 06:50:00,4.6,0.85,completed
EVT000249,L0009,L0009_OP004,T07,2025-06-03 02:44:00,2025-06-03 05:43:00,2025-06-03 07:08:00,2.9833,1.4167,completed
EVT000250,L0010,L0010_OP004,T08,2025-06-03 03:05:00,2025-06-03 06:37:00,2025-06-03 07:44:00,3.5333,1.1167,completed
EVT000251,L0011,L0011_OP004,T03,2025-06-03 02:44:00,2025-06-03 06:11:00,2025-06-03 07:35:00,3.45,1.4,completed
EVT000252,L0012,L0012_OP004,T09,2025-06-03 03:37:00,2025-06-03 04:16:00,2025-06-03 04:38:00,0.65,0.3667,completed
EVT000253,L0013,L0013_OP004,T02,2025-06-02 19:44:00,2025-06-03 06:50:00,2025-06-03 07:16:00,11.1,0.4333,completed
EVT000254,L0014,L0014_OP004,T09,2025-06-03 03:52:00,2025-06-03 04:38:00,2025-06-03 06:06:00,0.7667,1.4667,completed
EVT000255,L0015,L0015_OP004,T03,2025-06-02 23:35:00,2025-06-03 07:35:00,2025-06-03 08:38:00,8.0,1.05,completed
EVT000256,L0016,L0016_OP004,T02,2025-06-03 04:43:00,2025-06-03 07:16:00,2025-06-03 08:51:00,2.55,1.5833,completed
EVT000257,L0017,L0017_OP004,T06,2025-06-03 03:55:00,2025-06-03 03:55:00,2025-06-03 05:06:00,0.0,1.1833,completed
EVT000258,L0018,L0018_OP004,T08,2025-06-03 05:04:00,2025-06-03 07:44:00,2025-06-03 09:03:00,2.6667,1.3167,completed
EVT000259,L0019,L0019_OP004,T08,2025-06-03 06:42:00,2025-06-03 09:03:00,2025-06-03 10:29:00,2.35,1.4333,completed
EVT000260,L0020,L0020_OP004,T02,2025-06-03 04:29:00,2025-06-03 08:51:00,2025-06-03 09:49:00,4.3667,0.9667,completed
EVT000261,L0021,L0021_OP004,T04,2025-06-03 03:04:00,2025-06-03 05:02:00,2025-06-03 05:29:00,1.9667,0.45,completed
EVT000262,L0022,L0022_OP004,T11,2025-06-03 00:23:00,2025-06-03 01:24:00,2025-06-03 01:43:00,1.0167,0.3167,completed
EVT000263,L0023,L0023_OP004,T07,2025-06-02 08:55:00,2025-06-03 07:08:00,2025-06-03 07:40:00,22.2167,0.5333,completed
EVT000264,L0024,L0024_OP004,T07,2025-06-03 03:24:00,2025-06-03 07:40:00,2025-06-03 07:54:00,4.2667,0.2333,completed
EVT000265,L0025,L0025_OP004,T06,2025-06-03 03:52:00,2025-06-03 05:06:00,2025-06-03 05:38:00,1.2333,0.5333,completed
EVT000266,L0026,L0026_OP004,T01,2025-06-02 22:31:00,2025-06-03 06:09:00,2025-06-03 06:42:00,7.6333,0.55,completed
EVT000267,L0027,L0027_OP004,T08,2025-06-02 20:05:00,2025-06-03 10:29:00,2025-06-03 10:48:00,14.4,0.3167,completed
EVT000268,L0028,L0028_OP004,T09,2025-06-02 20:34:00,2025-06-03 06:06:00,2025-06-03 06:26:00,9.5333,0.3333,completed
EVT000269,L0029,L0029_OP004,T03,2025-06-03 04:01:00,2025-06-03 08:38:00,2025-06-03 09:05:00,4.6167,0.45,completed
EVT000270,L0030,L0030_OP004,T14,2025-06-03 07:21:00,2025-06-03 07:21:00,2025-06-03 07:39:00,0.0,0.3,completed
EVT000271,L0031,L0031_OP004,T01,2025-06-03 00:52:00,2025-06-03 06:42:00,2025-06-03 07:13:00,5.8333,0.5167,completed
EVT000272,L0032,L0032_OP004,T13,2025-06-03 07:49:00,2025-06-03 07:49:00,2025-06-03 08:24:00,0.0,0.5833,completed
EVT000273,L0033,L0033_OP004,T08,2025-06-03 03:45:00,2025-06-03 10:48:00,2025-06-03 11:02:00,7.05,0.2333,completed
EVT000274,L0034,L0034_OP004,T12,2025-06-03 01:22:00,2025-06-03 04:02:00,2025-06-03 04:25:00,2.6667,0.3833,completed
EVT000275,L0035,L0035_OP004,T12,2025-06-03 03:14:00,2025-06-03 04:25:00,2025-06-03 05:03:00,1.1833,0.6333,completed
EVT000276,L0036,L0036_OP004,T04,2025-06-03 05:05:00,2025-06-03 05:29:00,2025-06-03 05:46:00,0.4,0.2833,completed
EVT000277,L0037,L0037_OP004,T12,2025-06-03 04:13:00,2025-06-03 05:03:00,2025-06-03 05:43:00,0.8333,0.6667,completed
EVT000278,L0038,L0038_OP004,T02,2025-06-02 18:48:00,2025-06-03 09:49:00,2025-06-03 10:09:00,15.0167,0.3333,completed
EVT000279,L0039,L0039_OP004,T14,2025-06-03 05:43:00,2025-06-03 07:39:00,2025-06-03 08:01:00,1.9333,0.3667,completed
EVT000280,L0040,L0040_OP004,T01,2025-06-03 01:19:00,2025-06-03 07:13:00,2025-06-03 07:27:00,5.9,0.2333,completed
EVT000281,L0041,L0041_OP004,T13,2025-06-03 04:45:00,2025-06-03 08:24:00,2025-06-03 08:42:00,3.65,0.3,completed
EVT000282,L0042,L0042_OP004,T05,2025-06-03 01:41:00,2025-06-03 10:52:00,2025-06-03 11:04:00,9.1833,0.2,completed
EVT000283,L0043,L0043_OP004,T13,2025-06-02 23:51:00,2025-06-03 08:42:00,2025-06-03 09:22:00,8.85,0.6667,completed
EVT000284,L0044,L0044_OP004,T12,2025-06-03 05:19:00,2025-06-03 05:43:00,2025-06-03 06:00:00,0.4,0.2833,completed
EVT000285,L0045,L0045_OP004,T07,2025-06-03 04:27:00,2025-06-03 07:54:00,2025-06-03 08:07:00,3.45,0.2167,completed
EVT000286,L0046,L0046_OP004,T14,2025-06-03 04:12:00,2025-06-03 08:01:00,2025-06-03 08:28:00,3.8167,0.45,completed
EVT000287,L0047,L0047_OP004,T12,2025-06-03 00:20:00,2025-06-03 06:00:00,2025-06-03 06:27:00,5.6667,0.45,completed
EVT000288,L0048,L0048_OP004,T08,2025-06-03 00:37:00,2025-06-03 11:02:00,2025-06-03 11:17:00,10.4167,0.25,completed
EVT000289,L0049,L0049_OP004,T03,2025-06-03 08:15:00,2025-06-03 09:05:00,2025-06-03 09:39:00,0.8333,0.5667,completed
EVT000290,L0050,L0050_OP004,T09,2025-06-03 02:08:00,2025-06-03 06:26:00,2025-06-03 07:06:00,4.3,0.6667,completed
EVT000291,L0051,L0051_OP004,T06,2025-06-02 09:31:00,2025-06-03 05:38:00,2025-06-03 05:56:00,20.1167,0.3,completed
EVT000292,L0052,L0052_OP004,T05,2025-06-03 01:43:00,2025-06-03 11:04:00,2025-06-03 11:17:00,9.35,0.2167,completed
EVT000293,L0053,L0053_OP004,T08,2025-06-03 05:04:00,2025-06-03 11:17:00,2025-06-03 11:42:00,6.2167,0.4167,completed
EVT000294,L0054,L0054_OP004,T09,2025-06-03 00:18:00,2025-06-03 07:06:00,2025-06-03 07:44:00,6.8,0.6333,completed
EVT000295,L0055,L0055_OP004,T01,2025-06-03 03:17:00,2025-06-03 07:27:00,2025-06-03 07:48:00,4.1667,0.35,completed
EVT000296,L0056,L0056_OP004,T13,2025-06-03 03:28:00,2025-06-03 09:22:00,2025-06-03 09:39:00,5.9,0.2833,completed
EVT000297,L0057,L0057_OP004,T10,2025-06-03 00:53:00,2025-06-03 01:05:00,2025-06-03 01:19:00,0.2,0.2333,completed
EVT000298,L0058,L0058_OP004,T06,2025-06-03 02:24:00,2025-06-03 05:56:00,2025-06-03 06:11:00,3.5333,0.25,completed
EVT000299,L0059,L0059_OP004,T09,2025-06-03 03:31:00,2025-06-03 07:44:00,2025-06-03 08:19:00,4.2167,0.5833,completed
EVT000300,L0060,L0060_OP004,T08,2025-06-03 08:38:00,2025-06-03 11:42:00,2025-06-03 12:03:00,3.0667,0.35,completed
EVT000301,L0061,L0061_OP004,T04,2025-06-03 04:25:00,2025-06-03 05:46:00,2025-06-03 05:57:00,1.35,0.1833,completed
EVT000302,L0062,L0062_OP004,T03,2025-06-03 01:06:00,2025-06-03 09:39:00,2025-06-03 10:05:00,8.55,0.4333,completed
EVT000303,L0063,L0063_OP004,T10,2025-06-03 05:59:00,2025-06-03 05:59:00,2025-06-03 06:34:00,0.0,0.5833,completed
EVT000304,L0064,L0064_OP004,T08,2025-06-03 01:51:00,2025-06-03 12:03:00,2025-06-03 12:26:00,10.2,0.3833,completed
EVT000305,L0065,L0065_OP004,T11,2025-06-03 04:02:00,2025-06-03 04:02:00,2025-06-03 04:30:00,0.0,0.4667,completed
EVT000306,L0066,L0066_OP004,T12,2025-06-02 23:54:00,2025-06-03 06:27:00,2025-06-03 07:07:00,6.55,0.6667,completed
EVT000307,L0067,L0067_OP004,T12,2025-06-03 00:51:00,2025-06-03 07:07:00,2025-06-03 07:25:00,6.2667,0.3,completed
EVT000308,L0068,L0068_OP004,T11,2025-06-03 03:51:00,2025-06-03 04:30:00,2025-06-03 05:00:00,0.65,0.5,completed
EVT000309,L0069,L0069_OP004,T06,2025-06-03 02:44:00,2025-06-03 06:11:00,2025-06-03 06:35:00,3.45,0.4,completed
EVT000310,L0070,L0070_OP004,T11,2025-06-03 04:08:00,2025-06-03 05:00:00,2025-06-03 05:14:00,0.8667,0.2333,completed
EVT000311,L0071,L0071_OP004,T08,2025-06-03 04:35:00,2025-06-03 12:26:00,2025-06-03 12:40:00,7.85,0.2333,completed
EVT000312,L0072,L0072_OP004,T03,2025-06-03 01:28:00,2025-06-03 10:05:00,2025-06-03 10:34:00,8.6167,0.4833,completed
EVT000313,L0073,L0073_OP004,T02,2025-06-03 02:08:00,2025-06-03 10:09:00,2025-06-03 10:33:00,8.0167,0.4,completed
EVT000314,L0074,L0074_OP004,T08,2025-06-03 01:44:00,2025-06-03 12:40:00,2025-06-03 13:12:00,10.9333,0.5333,completed
EVT000315,L0075,L0075_OP004,T06,2025-06-03 01:05:00,2025-06-03 06:35:00,2025-06-03 07:12:00,5.5,0.6167,completed
EVT000316,L0076,L0076_OP004,T06,2025-06-03 04:16:00,2025-06-03 07:12:00,2025-06-03 07:44:00,2.9333,0.5333,completed
EVT000317,L0077,L0077_OP004,T03,2025-06-03 05:02:00,2025-06-03 10:34:00,2025-06-03 10:48:00,5.5333,0.2333,completed
EVT000318,L0078,L0078_OP004,T09,2025-06-03 01:43:00,2025-06-03 08:19:00,2025-06-03 08:39:00,6.6,0.3333,completed
EVT000319,L0079,L0079_OP004,T02,2025-06-03 09:13:00,2025-06-03 10:33:00,2025-06-03 11:11:00,1.3333,0.6333,completed
EVT000320,L0080,L0080_OP004,T08,2025-06-03 01:24:00,2025-06-03 13:12:00,2025-06-03 13:29:00,11.8,0.2833,completed
EVT000321,L0001,L0001_OP005,T01,2025-06-03 10:52:00,2025-06-03 10:52:00,2025-06-03 11:59:00,0.0,1.1167,completed
EVT000322,L0002,L0002_OP005,T02,2025-06-03 03:23:00,2025-06-03 11:11:00,2025-06-03 12:45:00,7.8,1.5667,completed
EVT000323,L0003,L0003_OP005,T06,2025-06-03 06:09:00,2025-06-03 07:44:00,2025-06-03 08:48:00,1.5833,1.0667,completed
EVT000324,L0004,L0004_OP005,T03,2025-06-03 05:02:00,2025-06-03 10:48:00,2025-06-03 11:42:00,5.7667,0.9,completed
EVT000325,L0005,L0005_OP005,T00,2025-06-03 06:37:00,2025-06-03 06:37:00,2025-06-03 08:16:00,0.0,1.65,completed
EVT000326,L0006,L0006_OP005,T08,2025-06-03 03:25:00,2025-06-03 13:29:00,2025-06-03 14:49:00,10.0667,1.3333,completed
EVT000327,L0007,L0007_OP005,T00,2025-06-03 06:11:00,2025-06-03 08:16:00,2025-06-03 09:51:00,2.0833,1.5833,completed
EVT000328,L0008,L0008_OP005,T01,2025-06-03 06:50:00,2025-06-03 11:59:00,2025-06-03 13:10:00,5.15,1.1833,completed
EVT000329,L0009,L0009_OP005,T01,2025-06-03 07:08:00,2025-06-03 13:10:00,2025-06-03 14:16:00,6.0333,1.1,completed
EVT000330,L0010,L0010_OP005,T07,2025-06-03 07:44:00,2025-06-03 08:07:00,2025-06-03 09:03:00,0.3833,0.9333,completed
EVT000331,L0011,L0011_OP005,T04,2025-06-03 07:35:00,2025-06-03 07:35:00,2025-06-03 08:22:00,0.0,0.7833,completed
EVT000332,L0012,L0012_OP005,T01,2025-06-03 04:38:00,2025-06-03 14:16:00,2025-06-03 15:49:00,9.6333,1.55,completed
EVT000333,L0013,L0013_OP005,T09,2025-06-03 07:16:00,2025-06-03 08:39:00,2025-06-03 09:17:00,1.3833,0.6333,completed
EVT000334,L0014,L0014_OP005,T03,2025-06-03 06:06:00,2025-06-03 11:42:00,2025-06-03 12:18:00,5.6,0.6,completed
EVT000335,L0015,L0015_OP005,T04,2025-06-03 08:38:00,2025-06-03 08:38:00,2025-06-03 09:59:00,0.0,1.35,completed
EVT000336,L0016,L0016_OP005,T04,2025-06-03 08:51:00,2025-06-03 09:59:00,2025-06-03 11:04:00,1.1333,1.0833,completed
EVT000337,L0017,L0017_OP005,T09,2025-06-03 05:06:00,2025-06-03 09:17:00,2025-06-03 10:38:00,4.1833,1.35,completed
EVT000338,L0018,L0018_OP005,T09,2025-06-03 09:03:00,2025-06-03 10:38:00,2025-06-03 11:40:00,1.5833,1.0333,completed
EVT000339,L0019,L0019_OP005,T07,2025-06-03 10:29:00,2025-06-03 10:29:00,2025-06-03 11:35:00,0.0,1.1,completed
EVT000340,L0020,L0020_OP005,T01,2025-06-03 09:49:00,2025-06-03 15:49:00,2025-06-03 17:06:00,6.0,1.2833,completed
EVT000341,L0021,L0021_OP005,T00,2025-06-03 05:29:00,2025-06-03 09:51:00,2025-06-03 10:12:00,4.3667,0.35,completed
EVT000342,L0022,L0022_OP005,T01,2025-06-03 01:43:00,2025-06-03 17:06:00,2025-06-03 17:30:00,15.3833,0.4,completed
EVT000343,L0023,L0023_OP005,T02,2025-06-03 07:40:00,2025-06-03 12:45:00,2025-06-03 13:05:00,5.0833,0.3333,completed
EVT000344,L0024,L0024_OP005,T12,2025-06-03 07:54:00,2025-06-03 07:54:00,2025-06-03 08:27:00,0.0,0.55,completed
EVT000345,L0025,L0025_OP005,T07,2025-06-03 05:38:00,2025-06-03 11:35:00,2025-06-03 11:51:00,5.95,0.2667,completed
EVT000346,L0026,L0026_OP005,T07,2025-06-03 06:42:00,2025-06-03 11:51:00,2025-06-03 12:25:00,5.15,0.5667,completed
EVT000347,L0027,L0027_OP005,T12,2025-06-03 10:48:00,2025-06-03 10:48:00,2025-06-03 11:00:00,0.0,0.2,completed
EVT000348,L0028,L0028_OP005,T03,2025-06-03 06:26:00,2025-06-03 12:18:00,2025-06-03 12:39:00,5.8667,0.35,completed
EVT000349,L0029,L0029_OP005,T05,2025-06-03 09:05:00,2025-06-03 11:17:00,2025-06-03 11:57:00,2.2,0.6667,completed
EVT000350,L0030,L0030_OP005,T07,2025-06-03 07:39:00,2025-06-03 12:25:00,2025-06-03 12:48:00,4.7667,0.3833,completed
EVT000351,L0031,L0031_OP005,T07,2025-06-03 07:13:00,2025-06-03 12:48:00,2025-06-03 13:13:00,5.5833,0.4167,completed
EVT000352,L0032,L0032_OP005,T04,2025-06-03 08:24:00,2025-06-03 11:04:00,2025-06-03 11:35:00,2.6667,0.5167,completed
EVT000353,L0033,L0033_OP005,T03,2025-06-03 11:02:00,2025-06-03 12:39:00,2025-06-03 13:07:00,1.6167,0.4667,completed
EVT000354,L0034,L0034_OP005,T04,2025-06-03 04:25:00,2025-06-03 11:35:00,2025-06-03 12:09:00,7.1667,0.5667,completed
EVT000355,L0035,L0035_OP005,T00,2025-06-03 05:03:00,2025-06-03 10:12:00,2025-06-03 10:23:00,5.15,0.1833,completed
EVT000356,L0036,L0036_OP005,T00,2025-06-03 05:46:00,2025-06-03 10:23:00,2025-06-03 10:36:00,4.6167,0.2167,completed
EVT000357,L0037,L0037_OP005,T07,2025-06-03 05:43:00,2025-06-03 13:13:00,2025-06-03 13:52:00,7.5,0.65,completed
EVT000358,L0038,L0038_OP005,T05,2025-06-03 10:09:00,2025-06-03 11:57:00,2025-06-03 12:09:00,1.8,0.2,completed
EVT000359,L0039,L0039_OP005,T13,2025-06-03 08:01:00,2025-06-03 09:39:00,2025-06-03 09:54:00,1.6333,0.25,completed
EVT000360,L0040,L0040_OP005,T05,2025-06-03 07:27:00,2025-06-03 12:09:00,2025-06-03 12:42:00,4.7,0.55,completed
EVT000361,L0041,L0041_OP005,T10,2025-06-03 08:42:00,2025-06-03 08:42:00,2025-06-03 09:21:00,0.0,0.65,completed
EVT000362,L0042,L0042_OP005,T04,2025-06-03 11:04:00,2025-06-03 12:09:00,2025-06-03 12:34:00,1.0833,0.4167,completed
EVT000363,L0043,L0043_OP005,T10,2025-06-03 09:22:00,2025-06-03 09:22:00,2025-06-03 09:54:00,0.0,0.5333,completed
EVT000364,L0044,L0044_OP005,T04,2025-06-03 06:00:00,2025-06-03 12:34:00,2025-06-03 13:04:00,6.5667,0.5,completed
EVT000365,L0045,L0045_OP005,T08,2025-06-03 08:07:00,2025-06-03 14:49:00,2025-06-03 15:21:00,6.7,0.5333,completed
EVT000366,L0046,L0046_OP005,T09,2025-06-03 08:28:00,2025-06-03 11:40:00,2025-06-03 11:51:00,3.2,0.1833,completed
EVT000367,L0047,L0047_OP005,T10,2025-06-03 06:27:00,2025-06-03 09:54:00,2025-06-03 10:16:00,3.45,0.3667,completed
EVT000368,L0048,L0048_OP005,T09,2025-06-03 11:17:00,2025-06-03 11:51:00,2025-06-03 12:10:00,0.5667,0.3167,completed
EVT000369,L0049,L0049_OP005,T09,2025-06-03 09:39:00,2025-06-03 12:10:00,2025-06-03 12:33:00,2.5167,0.3833,completed
EVT000370,L0050,L0050_OP005,T05,2025-06-03 07:06:00,2025-06-03 12:42:00,2025-06-03 13:22:00,5.6,0.6667,completed
EVT000371,L0051,L0051_OP005,T05,2025-06-03 05:56:00,2025-06-03 13:22:00,2025-06-03 13:44:00,7.4333,0.3667,completed
EVT000372,L0052,L0052_OP005,T04,2025-06-03 11:17:00,2025-06-03 13:04:00,2025-06-03 13:17:00,1.7833,0.2167,completed
EVT000373,L0053,L0053_OP005,T02,2025-06-03 11:42:00,2025-06-03 13:05:00,2025-06-03 13:31:00,1.3833,0.4333,completed
EVT000374,L0054,L0054_OP005,T05,2025-06-03 07:44:00,2025-06-03 13:44:00,2025-06-03 14:18:00,6.0,0.5667,completed
EVT000375,L0055,L0055_OP005,T10,2025-06-03 07:48:00,2025-06-03 10:16:00,2025-06-03 10:33:00,2.4667,0.2833,completed
EVT000376,L0056,L0056_OP005,T04,2025-06-03 09:39:00,2025-06-03 13:17:00,2025-06-03 13:29:00,3.6333,0.2,completed
EVT000377,L0057,L0057_OP005,T05,2025-06-03 01:19:00,2025-06-03 14:18:00,2025-06-03 14:45:00,12.9833,0.45,completed
EVT000378,L0058,L0058_OP005,T08,2025-06-03 06:11:00,2025-06-03 15:21:00,2025-06-03 15:35:00,9.1667,0.2333,completed
EVT000379,L0059,L0059_OP005,T14,2025-06-03 08:19:00,2025-06-03 08:28:00,2025-06-03 08:48:00,0.15,0.3333,completed
EVT000380,L0060,L0060_OP005,T06,2025-06-03 12:03:00,2025-06-03 12:03:00,2025-06-03 12:30:00,0.0,0.45,completed
EVT000381,L0061,L0061_OP005,T01,2025-06-03 05:57:00,2025-06-03 17:30:00,2025-06-03 17:41:00,11.55,0.1833,completed
EVT000382,L0062,L0062_OP005,T06,2025-06-03 10:05:00,2025-06-03 12:30:00,2025-06-03 12:44:00,2.4167,0.2333,completed
EVT000383,L0063,L0063_OP005,T06,2025-06-03 06:34:00,2025-06-03 12:44:00,2025-06-03 13:14:00,6.1667,0.5,completed
EVT000384,L0064,L0064_OP005,T00,2025-06-03 12:26:00,2025-06-03 12:26:00,2025-06-03 12:49:00,0.0,0.3833,completed
EVT000385,L0065,L0065_OP005,T06,2025-06-03 04:30:00,2025-06-03 13:14:00,2025-06-03 13:46:00,8.7333,0.5333,completed
